#Order is: mean hue, hue std, mean saturation, saturation std, mean value, value std
43.643800 11.459744 163.967700 45.425350 71.545900 42.239113
42.233000 11.598531 155.043100 43.639201 66.817300 40.118556
42.814400 12.047736 162.416300 41.870058 68.909200 40.593802
43.256100 11.189867 161.641900 43.107803 67.032800 41.746949
41.422000 10.933596 169.340900 41.804034 68.192600 39.665145
35.535300 13.188645 161.346700 61.070273 75.473500 43.305412
40.911100 10.301184 173.956400 43.869407 65.826100 40.364569
46.390900 15.795895 104.578000 46.066900 73.692300 47.079047
38.118500 17.652429 173.352700 65.859503 57.550600 41.858768
43.259600 16.616552 193.951600 46.040053 59.049600 39.798366
43.939600 16.341014 183.644000 49.490307 60.067200 40.844790
38.847700 13.753723 141.757700 55.421978 66.043800 40.533318
42.695300 11.768826 164.596400 45.004701 60.370100 38.367957
45.011200 20.633063 162.934600 58.497020 62.543700 43.199219
36.314800 14.639204 153.315600 59.722877 61.952200 40.577389
44.156800 13.303293 164.828300 55.001775 56.490000 44.094023
43.208400 11.953199 156.174400 48.172772 51.064500 37.434742
46.275300 13.157116 150.106100 49.067224 46.150300 36.996139
42.904800 12.482145 154.568700 50.327333 52.995300 38.582575
45.845400 13.041024 137.165600 45.577477 47.453400 36.737681
37.106200 13.777922 160.276200 62.095911 57.747600 40.778917
35.462300 14.077392 155.292800 64.343692 58.251100 41.146850
45.106800 12.385096 157.108900 47.800726 51.095600 39.497297
40.330000 12.240641 172.086800 52.214964 53.502100 41.043745
41.839100 11.563944 165.652700 48.088511 52.737500 38.143775
35.209400 12.651219 174.469100 60.396689 70.736600 41.895379
44.639900 19.040269 157.552200 56.930283 58.296300 40.135235
37.001800 15.180942 146.433800 59.589256 59.585800 39.332064
45.208600 13.548464 156.470200 53.831209 56.104400 44.413699
44.213400 12.864644 151.344800 51.694600 51.045100 37.028609
47.270300 14.088436 141.297900 45.721848 45.183400 36.642448
42.999400 12.382762 155.904600 50.185923 50.710800 37.952462
50.496600 20.366340 124.968700 55.155567 46.572000 36.103870
37.633200 14.672193 148.819000 64.054619 50.130500 42.548825
35.627100 14.301932 150.505300 63.942460 56.910200 40.839676
45.428000 12.352976 157.727200 46.033614 48.698300 37.909707
41.355300 13.475239 160.777000 57.229257 52.649200 40.980548
43.019900 12.239767 154.523600 49.443773 51.605400 39.014786
44.147100 13.976933 141.245700 49.329534 63.486400 40.691174
43.988200 10.942425 180.525600 47.820365 66.775700 44.204823
41.617700 10.789168 177.235300 37.162620 73.048000 40.703868
41.830600 10.602618 172.068400 39.477132 69.870500 38.913131
33.826200 11.577694 167.313700 58.558373 83.439200 42.538356
39.662200 10.865877 184.853100 43.807745 75.007200 39.634474
34.849300 11.341402 185.533400 62.545913 66.687300 41.476971
38.827800 11.674320 202.211500 36.491667 68.813000 44.032293
34.577700 11.356521 193.655800 60.039904 71.542100 39.426621
38.207000 11.316093 196.048000 35.105556 71.359400 42.630834
40.020700 12.169974 193.822900 39.488625 75.915100 44.048452
35.693700 14.298807 188.032400 59.046686 75.422800 42.243111
41.821000 9.628840 192.034400 35.831082 63.511900 37.644716
39.487400 9.643674 191.582600 39.774909 64.411300 37.348501
36.526900 12.383775 157.304800 56.822968 73.255000 40.231182
46.137700 17.869033 189.561500 41.339468 71.103600 42.795342
40.321300 10.167333 172.921500 40.841414 68.173000 39.528902
42.272300 10.708088 174.945000 39.115756 68.299100 38.675665
42.388700 12.814094 162.802600 48.398649 61.041800 42.259994
38.253000 12.118721 186.941200 44.096537 76.281000 45.088453
40.500100 10.112359 185.301900 46.036770 73.938700 43.259502
43.103400 12.130363 142.639200 46.256291 73.339600 43.540488
41.370600 11.069393 172.697100 38.989411 74.332500 41.374187
41.016600 10.718243 170.260000 40.788577 71.391400 41.190815
33.817500 11.878729 164.353500 59.890830 82.753800 43.821901
42.761600 16.198462 178.538800 47.806639 76.965200 41.733689
39.777800 10.515675 195.115300 44.913290 59.163300 41.415848
43.558500 16.640672 148.884400 64.480717 60.421800 38.736893
32.647500 12.107603 176.302000 64.241936 77.392000 48.866996
39.298700 12.517191 180.090800 45.428160 76.628400 44.512009
41.179700 11.979090 176.852300 48.902226 72.883500 42.781582
43.135200 12.606575 145.454700 50.803511 67.465300 42.559159
43.818100 11.921645 134.205300 47.766396 79.035400 41.214638
42.750400 11.821637 152.441800 48.382123 75.261000 41.366212
36.754200 14.642950 142.176700 59.095163 86.277200 43.964642
41.064500 12.158048 162.363700 44.622878 75.274100 40.455111
33.840700 14.553567 146.804500 60.546966 91.723300 48.988398
42.153600 12.585341 156.920400 39.188711 64.389400 38.836387
43.860100 11.555039 160.177800 44.898300 67.136600 39.839949
44.292600 11.789291 149.393800 43.760356 63.849200 38.574609
46.792500 12.869213 126.723700 45.080377 62.853500 38.417533
33.766300 13.982328 156.778400 61.411291 80.603100 42.255851
42.350300 12.130342 151.069700 46.642110 74.249300 44.893643
48.117100 13.757325 125.852900 45.130523 63.617500 37.561738
48.212800 15.770825 113.696600 48.724513 69.131300 41.889365
36.526300 13.901141 144.888500 60.497533 80.063700 43.586778
44.860600 14.099389 139.450800 49.235316 66.436400 39.360774
42.065200 12.085361 152.244800 49.614902 69.126500 43.923888
34.463600 14.432016 144.973500 63.785050 74.462500 45.764080
40.560900 13.597716 134.476900 43.584883 72.852900 47.427655
38.305200 15.488920 114.635900 52.545915 79.920300 41.159251
41.595400 11.637607 122.823700 46.800539 75.295800 40.639457
43.603800 14.788909 111.957200 46.968955 81.775500 49.044984
43.582300 12.475208 154.390300 49.957540 69.568000 41.128785
43.947900 11.974472 136.419300 48.503953 76.062300 40.463525
37.133000 13.655977 146.356500 58.391063 82.990800 43.275895
40.879900 11.326141 161.886700 45.884536 71.853000 40.109099
33.570400 15.147199 151.077800 62.237634 90.253000 49.961457
41.148500 13.834885 166.977200 54.774383 63.265600 48.272811
44.213500 14.345505 142.377300 50.993976 48.299900 38.058512
44.979000 14.673737 148.983700 53.869920 50.650800 40.414770
39.178100 17.918348 128.430500 60.945187 65.346300 43.766437
46.570800 13.401149 135.697500 46.239721 47.186800 35.101258
45.916800 13.281004 143.027600 50.534153 51.060700 37.666789
43.520100 13.787567 153.161400 53.015767 49.167100 37.937717
33.826100 13.061204 170.185700 65.108081 67.186400 43.189995
41.699500 12.194860 182.344500 50.844978 52.331000 38.120179
35.539600 14.063080 169.467500 63.723681 60.695100 40.478433
46.738400 19.902200 166.380100 57.603104 56.392300 43.331850
42.151000 12.040980 152.881500 48.492866 68.634300 43.270613
35.106600 13.162144 147.470700 63.381825 74.404600 46.563792
40.186000 13.614683 139.067300 43.319393 72.952100 46.804196
38.582800 15.051410 118.177000 52.620219 80.284600 41.530892
41.759400 11.261772 123.012300 44.237056 75.216600 40.787301
43.500900 14.824797 114.126300 47.074273 82.352400 48.839838
43.571200 23.267658 98.828100 57.443356 56.333400 41.058227
43.435100 14.555116 134.504300 51.939890 50.465700 38.377762
33.241500 17.292894 158.977000 67.417562 63.317400 43.315804
40.133500 12.010074 156.842300 49.084434 53.271400 38.789235
41.916400 11.809056 158.750200 50.151169 52.928200 39.185671
40.300300 12.902981 167.970700 48.703103 59.383100 42.063882
39.135200 11.336998 165.937300 49.496973 58.297600 40.504062
36.394400 18.669843 150.238400 62.986455 60.404300 40.944636
33.510100 19.293525 172.457400 65.301482 73.982100 48.654233
33.967900 17.527757 165.235700 62.153199 63.456600 41.051096
46.568600 15.226552 114.793900 43.284074 49.025900 36.321773
43.650800 11.618092 141.770600 46.332677 46.375900 37.720087
42.421000 13.774264 145.578100 43.975663 47.860000 38.280013
42.666900 14.012885 167.901800 52.122492 44.428700 36.264781
43.984300 12.517286 162.104600 44.243527 50.526600 40.867622
40.740300 11.892311 158.525900 47.702138 52.941200 41.485715
42.457200 15.090360 173.786300 51.104049 44.699400 37.364366
42.392200 22.086593 93.830600 56.616792 57.032500 39.815043
41.432300 13.010742 146.355100 48.364841 49.140600 37.038251
52.231900 19.934777 104.643200 61.009870 52.806800 44.139604
54.682400 19.412041 98.391300 45.043430 49.001600 35.637000
50.536800 16.244163 107.406900 47.677801 48.164500 36.092133
36.100600 23.636410 116.904400 62.081885 58.435800 40.591160
51.447800 25.078582 122.869300 53.850038 47.035200 36.009981
35.489700 13.358724 157.993000 65.937441 73.275200 47.548401
34.123400 14.038845 154.516100 63.988420 73.031900 46.234605
33.170600 17.205136 159.962000 66.284251 65.874900 43.228200
40.152400 12.069224 155.485100 46.399946 55.554600 39.093649
41.675300 13.090472 148.401400 53.684220 54.302600 38.949208
40.671200 13.157541 157.685400 49.787505 58.105600 42.214510
39.300900 11.074527 167.464300 48.635057 57.355900 41.322897
36.578400 18.736292 155.313800 61.262469 55.785600 39.645013
36.374700 22.368780 166.669800 68.661892 57.567300 49.653220
37.086600 20.228581 147.458700 64.868741 46.059300 39.989233
35.262500 20.444672 190.472300 71.681303 80.278100 33.591784
41.709600 14.571392 147.886100 59.070630 56.186700 41.964521
41.117900 13.474865 154.933900 50.369879 54.106100 40.753795
37.969700 22.354163 147.556700 66.149199 60.416400 41.908784
41.957800 12.455843 162.751400 49.379637 57.709800 41.366114
51.128000 18.798601 113.510900 50.984491 46.682400 37.730814
45.866600 17.579431 110.663100 46.980794 46.706100 37.841867
46.854400 30.101987 90.008500 54.718434 57.232800 39.393746
55.385100 20.686556 92.569200 40.619217 44.950500 35.603765
54.060100 20.749498 94.884100 43.417313 44.110200 35.797531
52.256600 23.648170 106.933500 47.936069 50.295300 40.445876
46.440600 14.516531 113.425200 39.603808 42.766500 36.077380
39.702600 25.198936 134.572800 63.413616 50.408600 40.314380
41.314700 23.209560 114.792200 55.237391 51.847100 39.502708
33.640900 22.109178 153.075700 63.706328 68.443900 44.709836
41.007000 12.051429 159.322300 49.722703 53.296000 38.279663
41.032500 12.730823 151.829400 49.313569 54.567900 39.009335
43.353800 14.191470 147.247100 59.392384 53.521900 39.357359
41.331900 14.195018 154.542200 52.502663 52.030600 39.459124
39.977200 24.556027 149.810500 65.490976 59.547400 42.304491
42.228700 12.503031 162.774100 48.589880 53.513300 39.385792
34.114400 19.669960 152.831700 61.283761 64.517800 42.479580
